Hello World
what : 132
minton : 132
legs : 132
having : 132
elderly : 132
handsome : 132
body : 132
you'd : 132
took : 396
driving : 132
stone : 132
by : 264
long : 132
same : 396
who : 528
compact : 132
deal : 264
would : 1584
any : 132
swathed : 132
condescending : 132
derived : 132
everybody : 132
light : 132
had : 2904
be : 1320
financial : 132
think : 528
gen : 132
get : 132
moaned : 132
preferred : 132
country : 132
and : 8844
decided : 132
earning : 132
cheer's : 132
near : 132
played : 132
colliers : 132
better : 132
doing : 132
brass : 132
wears : 132
i'm : 132
make : 132
straight : 132
room : 132
hope : 132
raw : 132
does : 132
unstrap : 132
morel : 1848
set : 132
through : 132
generous : 132
possible : 132
hands : 132
men : 132
tries : 132
glee : 132
all : 924
five : 132
she'll : 132
at : 1848
as : 1848
inflamed : 132
still : 396
never : 132
wooden : 132
great : 396
which : 1056
see : 132
stand : 132
am : 132
take : 264
there : 528
peace : 132
an : 528
off : 132
manner : 132
brown : 132
resplendent : 132
nursing : 132
boy : 264
fabulous : 132
they : 1188
william : 1188
fell : 132
knowing : 132
appearance : 132
somehow : 132
irritably : 132
no : 660
chubby : 132
clownish--in : 132
hatred : 132
disgusted : 132
of : 5148
shaded : 132
among : 132
on : 1452
only : 528
her : 2772
smile : 264
carry : 132
morel's : 132
ring : 264
heart : 132
or : 528
bedrooms : 132
shoulders : 132
flew : 132
rose : 132
them : 264
preceded : 264
then : 792
silence : 132
will : 396
crossed : 132
ought : 264
western : 924
shook : 264
small : 396
apron : 132
different : 264
beastly : 132
home : 396
moment : 132
thought : 396
occurred : 132
aside : 132
thank : 396
everybody's : 132
adjust : 132
rather : 660
me : 264
water : 132
held : 264
mean-looking : 132
realise : 264
green : 132
scholarship : 132
beautiful : 132
waited : 132
don't : 528
persisted : 132
it's : 132
puffs : 132
my : 396
master : 132
irritable : 132
twist : 132
ripe : 132
monday : 132
being : 132
him : 1188
since : 132
where : 264
eight : 132
temper : 132
fires : 132
almost : 132
purplish-coloured : 132
more : 132
his : 5412
family : 132
when : 1188
age : 132
wonder : 132
centres : 132
certainly : 132
live : 132
such : 528
shut-up : 132
clothes : 132
cheerfully : 132
dinner : 396
paul : 396
mother : 528
theatre : 132
this : 264
lost : 132
way : 132
from : 660
listened : 132
lustrous : 132
stage : 132
was : 3828
father : 660
while : 132
able : 132
if : 1320
seemed : 264
treated : 132
shillings : 132
stuck : 264
between : 132
is : 396
it : 1056
twinkling : 132
worst : 132
your : 132
gets : 132
into : 660
sport : 132
growing : 396
loved : 264
bottle : 132
know : 132
in : 4884
groaned : 132
grammar : 132
worse : 132
two : 528
away : 132
hurt : 132
felt : 264
blue : 132
looked : 528
pit : 132
remained : 132
also : 132
passed : 132
trudging : 132
nice : 132
impulsive : 132
yellow : 132
its : 528
eyes : 132
showed : 264
tha's : 132
fourteen : 132
place : 132
glittering : 132
evergreens : 132
going : 396
dances : 132
how : 528
kitchen : 132
became : 132
quiet : 132
always : 132
waistcoat : 132
london : 132
afraid : 132
coming : 132
warmth : 132
hot : 132
own : 132
try : 132
we : 264
ugly : 132
i've : 132
give : 264
run : 132
letting : 132
older : 264
worshipped : 132
best : 924
hair : 132
hard : 132
sensitive : 132
dressed : 132
come : 528
front : 264
seem : 264
young : 396
alter : 264
works : 132
up : 1056
gave : 132
fact : 132
sweetish : 132
feeling : 396
assert : 132
down : 264
part : 132
loathed : 132
keep : 132
to : 7128
half : 132
escaped : 132
good : 132
round : 396
bowed : 132
rages : 132
must : 264
unbearably : 132
after : 132
contemptuous : 132
curious : 132
dark : 396
evidently : 132
presented : 132
shared : 132
dressing : 132
so : 1056
mouth : 132
behind : 132
white : 132
gone : 132
listening : 132
bullied : 132
cost : 264
that : 1848
battle : 132
whom : 264
case : 132
teacher : 132
got : 528
black-and-white : 132
quarter : 132
engagement : 264
can : 132
packed : 132
catch : 132
about : 792
children : 792
well : 132
corn : 132
hand : 264
fifteen : 132
dirty : 132
replied : 264
four : 132
too : 132
feel : 396
crucial : 132
irritant : 132
you : 2508
chill : 132
gasped : 132
vacated : 132
soon : 264
downstairs : 396
wearied : 132
anything : 264
seven : 132
school : 132
sons : 132
ordered : 132
determined : 132
high : 132
somewhat : 132
out : 792
very : 1056
for : 1584
everything : 264
house : 396
bring : 132
people : 132
kissed : 264
went : 792
open : 132
are : 396
tree : 132
watching : 264
can't : 132
intimate : 264
yourself : 264
arrived : 132
working : 264
flower : 132
wind : 132
slender : 132
again : 132
did : 660
table : 132
unburdened : 132
like : 924
putting : 264
teeth : 132
quietly : 132
not : 1848
fence : 132
present : 132
ash : 132
now : 660
start : 132
sat : 924
satisfaction : 132
saw : 132
disgusting : 264
tap : 132
cried : 264
some : 528
harder : 132
cross : 132
put : 396
jumping : 132
valley : 132
wanted : 264
kind : 132
attitude : 132
fiery : 132
just : 132
silk : 132
extreme : 132
penetrate : 132
let : 264
frown : 132
exquisite : 132
should : 264
gracious : 132
really : 132
jumped : 132
persisting : 132
annie : 792
steam : 132
ten : 132
old : 264
but : 1848
hated : 528
little : 396
used : 264
fool : 132
together : 132
been : 396
habits : 132
were : 1452
turned : 132
cold : 132
three : 132
head : 132
sure : 132
work : 132
except : 132
moan : 132
himself : 132
junior : 132
hearing : 132
thick : 132
even : 132
rest : 132
prepared : 132
ever : 132
treat : 132
call : 132
leaped : 132
have : 660
one : 396
creatures : 132
hot-water : 132
because : 264
share : 132
girl : 264
fresh : 132
full : 396
during : 132
tones : 132
mean : 132
ripen : 132
won : 132
perfect : 132
melted : 132
pulled : 132
fine : 264
find : 132
lit : 132
with : 2376
minutes : 132
glanced : 132
nearly : 264
the : 14520
came : 924
woods : 132
quite : 132
engaged : 132
remembered : 132
instead : 132
lady : 396
costume : 132
collier's : 264
their : 264
first : 132
miss : 1056
File name: input/input_19.txt
need : 132
said : 1716
intensity : 132
answered : 132
scorned : 264
over : 528
time : 264
barn : 132
began : 132
she : 5148
something : 924
right : 264
black : 132
asked : 264
else : 132
ordinary : 396
once : 132
promised : 132
answer : 264
he : 7392
tam-o'-shanter : 132
few : 132
breast : 132
bit : 396
opening : 132
eat : 132
letters : 132
go : 396
resignation : 132
knowledge : 132
before : 396
made : 660
imagination : 132
interested : 132
trouble : 132
sufficiently : 132
times : 132
could : 792
side : 264
tell : 132
left : 264
do : 264
lived : 132
stood : 264
bear : 132
tone : 132
lincoln : 132
firm : 132
a : 5544
meaning : 132
won't : 132
living : 132
manners : 132
taking : 132
tasted : 132
i : 924
standards : 132
bird : 396
what : 396
deeper : 132
unexaggerated : 132
sin : 132
beam : 132
having : 132
kindled : 132
yet : 528
body : 132
took : 264
self-conscious : 132
by : 396
dear : 132
enough : 132
long : 396
comfortable : 132
close : 264
couldn't : 132
rope : 132
hesitated : 264
would : 132
any : 132
motion : 132
bang : 132
had : 1452
be : 132
pulping : 132
vital : 132
spat : 132
get : 132
yearning : 132
sift : 132
derniers : 132
much : 264
and : 8316
roof : 132
near : 132
delicate : 132
often : 396
leivers's : 132
hay : 264
laughed : 264
against : 264
doing : 132
make : 528
wall : 132
religious : 528
jangle : 132
does : 132
kindling : 132
carefully : 132
wondered : 132
set : 132
morel : 132
through : 660
discord : 132
flying : 132
wren's : 132
showing : 132
lofty : 132
intensified : 132
men : 264
proportionate : 132
all : 792
five : 132
makes : 132
swung : 132
at : 2772
as : 1056
still : 132
amused : 132
shed : 132
moved : 132
intimacy : 132
great : 132
which : 924
see : 264
helping : 132
stand : 132
hedgeside : 132
i'll : 264
bitterly : 132
take : 132
there : 792
an : 396
inside : 132
meeting : 132
off : 396
approach : 132
sketches : 132
forget : 132
why : 264
eternal : 132
cup : 132
they : 3696
fell : 132
no : 132
puzzled : 132
door : 264
glow : 132
leivers : 792
of : 5016
swing--it's : 132
burnt : 132
bread : 132
social : 132
only : 264
on : 1584
her : 4752
worth : 132
that's : 132
heart : 132
or : 1056
mocked : 132
flew : 132
pressing : 264
sitting : 132
them : 924
trooped : 132
then : 924
newspaper : 132
different : 132
shore : 132
home : 264
hanging-back : 132
joy : 132
moment : 264
trivial : 132
appreciating : 132
influence : 132
thought : 132
easily : 132
gentleness : 132
aside : 132
across : 132
cruel : 132
looking : 132
over-gentleness : 132
normally : 132
heard : 132
boys : 264
rather : 660
wrangle : 132
me : 264
kept : 264
held : 132
skegness : 132
stay : 132
beautiful : 132
darted : 132
don't : 264
it's : 264
my : 132
plane : 132
grey-green : 132
peg : 132
cut : 396
within : 132
accuracy : 132
standing : 264
you're : 132
single : 132
intense : 132
him : 1584
where : 264
every : 396
beloved : 132
subtle : 264
love : 132
almost : 792
more : 132
his : 2508
family : 264
when : 924
perfectly : 132
thorns : 132
childhood : 132
darkness : 132
seriously : 132
live : 132
midsummer : 132
such : 396
flat : 264
pleasure : 132
here : 132
finger : 132
dinner : 132
paul : 792
mother : 1056
turnips--just : 132
strong : 264
restless : 132
this : 924
scalloped : 132
potatoes : 264
gripped : 264
from : 1056
while : 264
was : 5280
real : 132
if : 792
seemed : 792
below : 132
stuck : 132
hens : 132
spent : 132
everything--even : 132
between : 132
is : 132
it : 1584
afternoon : 264
your : 132
into : 924
offer : 132
loved : 264
taught : 132
instil : 132
housework--to : 132
in : 5016
know : 264
human : 264
away : 264
two : 264
anxious : 264
hurt : 132
felt : 528
celandines : 132
blue : 132
looked : 1188
eating : 132
proud : 264
things : 396
themselves : 396
nottingham : 132
also : 264
swinging : 132
inevitable : 132
petals : 132
triviality : 132
they'll : 132
wrote : 132
its : 396
hung : 264
ready : 132
eyes : 264
exactly : 264
strange : 132
although : 132
forward : 264
interest : 132
brutality : 264
appeal : 132
lifted : 132
forgot : 132
sunshine : 132
place : 264
dying : 132
attain : 132
turn : 132
going : 264
lying : 132
how : 264
stimulated : 132
under : 132
soul : 132
always : 396
bowing : 132
exalted : 132
dropped : 132
hot : 264
own : 132
try : 132
aloof : 132
realized : 132
common : 264
sought : 132
daughter : 132
brought : 264
drizzling : 132
exclaimed : 132
hoe : 132
running : 132
noticed : 132
life : 528
worked : 132
potato-pie : 132
splashes : 132
caught : 132
manger : 132
trust : 132
later : 132
come : 264
back : 528
seen : 132
young : 132
up : 528
gave : 132
either : 264
fact : 132
feeling : 660
doesn't : 132
down : 1056
quickly : 132
garden : 132
d'une : 132
loathed : 132
world : 264
fear : 132
to : 6204
bowels : 132
dreamy : 132
attend : 132
simplest : 132
half : 132
you'll : 132
round : 264
must : 132
didn't : 132
after : 660
friends : 264
dark : 528
swallow : 132
presented : 132
fields : 132
whose : 132
so : 1848
shallow : 132
mouth : 264
gone : 132
youth : 264
miriam : 1452
whereas : 132
that : 1188
sneering : 132
soul-intimacy : 132
ceiling : 132
anger : 264
than : 132
swoops : 132
darker : 132
clumsy : 132
lifting : 132
got : 132
immediately : 132
succeeded : 132
cap : 132
land : 132
turnips : 132
about : 396
children : 132
setting : 132
child : 132
four : 132
replied : 132
rudeness : 132
painfully : 132
too : 132
beneath : 132
thrust : 264
feel : 132
girls : 132
dull : 132
disconsolate : 132
strength : 132
nest : 264
swallowed : 132
you : 1848
soon : 132
her--her : 132
months : 132
effect : 132
sons : 132
weak : 132
high : 132
tight : 132
our : 132
out : 660
quarrelled : 132
for : 3300
blazed : 132
everything : 396
falling : 132
towards : 132
went : 924
jenny : 132
filthy : 132
are : 528
shouldn't : 132
can't : 396
heels : 132
brothers : 396
brutal : 132
piled : 132
unflinchingly : 132
contempt : 132
art : 132
did : 132
atmosphere : 132
like : 924
boil : 132
quietly : 132
not : 1320
sat : 396
start : 132
say : 396
saw : 132
cried : 132
some : 528
outside : 132
crouched : 132
suddenly : 396
nodded : 132
put : 396
jumping : 132
warmly : 132
pain : 132
trying : 132
kind : 132
wanted : 132
watched : 132
believed : 132
jobs--chopping : 132
genuine : 132
highly : 132
anthropomorphic : 132
giving : 132
boots : 132
want : 264
covered : 132
just : 396
edgar : 528
let : 396
walked : 132
whilst : 132
establish : 132
nunnery : 132
spoiling : 132
saint : 132
should : 132
utterly : 132
wouldn't : 132
valuable : 132
indignantly : 132
jumped : 132
fascination : 132
insolent : 132
ten : 132
but : 1188
hated : 132
mother's : 264
over-sensitiveness : 132
hadn't : 132
little : 264
show : 132
used : 132
race : 132
though : 264
together : 132
cared : 132
hasn't : 132
vaguely : 132
were : 1584
cold : 132
uncouth : 132
three : 132
swing : 264
drew : 132
presently : 132
sure : 264
connection : 132
mark : 132
sense : 132
cattle : 132
himself : 132
disappointed : 132
cheek : 132
manger-wall : 132
knows : 132
crimson : 264
thick : 132
things--the : 132
wave : 132
even : 528
scolding : 132
wore : 132
rest : 264
doctrine : 132
perhaps : 132
feelings : 132
ever : 132
treat : 396
warm : 132
other : 396
have : 660
one : 264
outsider : 132
seaside : 132
because : 396
upper : 132
girl : 396
blocked : 132
they're : 132
melted : 132
brake : 132
forms : 132
meal : 132
with : 3036
minutes : 132
matter : 132
folk : 132
glanced : 132
resented : 264
hay-harvest : 132
came : 924
the : 17028
fils : 132
apologetic : 132
flashing : 132
hedge : 132
lads : 132
pushed : 132
their : 924
first : 396
bags : 264
lie : 132
File name: input/input_18.txt
stocking : 132
said : 1716
bright : 396
float : 132
religion : 132
scorned : 132
over : 264
time : 396
she : 9108
something : 528
minded : 132
deep : 132
bought : 132
black : 132
breath : 132
distinction : 132
moving : 132
death : 264
told : 132
he : 5676
he's : 132
smothered : 132
opening : 132
wealth : 132
herself : 396
eat : 132
each : 132
big : 264
autour : 132
go : 528
sky-high : 132
she's : 264
drove : 264
vivid : 132
made : 132
perceive : 132
six : 132
de : 264
realised : 132
leave : 132
slightly : 132
mad : 132
could : 1980
times : 132
consider : 132
grew : 132
madly : 132
tell : 264
seared : 132
look : 132
clouds : 132
stood : 264
enjoyed : 132
beat : 264
a : 6336
taking : 132
i : 924
arrested : 132
sit : 132
new : 264
red : 132
common-sounding : 132
plum-blossom : 132
what : 132
sunset : 132
nothing : 132
vulgarity : 132
yet : 132
body : 264
whereon : 132
normal : 132
took : 264
aware : 132
by : 792
same : 132
trembling : 264
quivered : 264
doctor : 132
who : 924
march : 132
would : 1320
reaching : 132
any : 264
daffodils : 132
dead : 132
had : 2244
forced : 132
be : 2244
think : 264
frock : 264
seeing : 132
far : 264
tremblingly : 132
much : 132
bedroom : 132
and : 9768
mistress : 132
colliery : 132
i'd : 132
laughed : 132
against : 132
polished : 264
i'm : 264
walk : 396
room : 132
coarse : 132
thing : 132
trusted : 132
trampling : 132
set : 264
morel : 792
horse : 264
tried : 132
through : 660
sister : 132
farm : 264
hillside : 132
carrying : 132
hands : 396
treasure : 132
formed : 132
buried : 132
lap : 132
men : 132
appeared : 132
all : 528
talk : 132
sketch : 132
five : 396
depend : 132
lay : 396
makes : 132
she'll : 264
funny : 132
at : 2112
as : 2508
still : 132
walter : 264
tremendous : 132
moved : 132
never : 528
great : 660
which : 528
see : 396
take : 528
there : 132
an : 132
inside : 396
rhapsodic : 132
off : 396
scorn : 132
they : 792
william : 132
no : 132
door : 132
leivers : 528
peered : 132
of : 3960
rouse : 132
mystical : 132
among : 132
on : 2244
only : 792
youngest : 132
her : 7128
dance--did : 132
whip : 132
carry : 264
itself : 132
morel's : 264
hill : 132
heart : 132
church : 264
jordan : 264
or : 792
son : 132
steps : 132
rob : 132
rose : 132
inclined : 132
thinking : 132
them : 132
then : 1188
silence : 264
will : 132
western : 132
small : 396
upon : 264
different : 528
home : 264
scott : 264
fashion : 132
milkman's : 132
day's : 132
thought : 264
undressed : 132
across : 132
looking : 264
thank : 132
heard : 132
clean : 132
handed : 264
ma : 132
rather : 264
chrysanthemums : 132
sloe-bush : 132
me : 396
aren't : 132
thing--seemed : 132
kept : 132
water : 132
skegness : 132
held : 264
scooped : 132
sickly : 132
green : 132
willey : 264
don't : 264
it's : 132
my : 264
kindly : 132
helmets : 132
rooted : 132
cut : 132
standing : 132
closing : 132
miners : 132
wide-eyed : 132
polite : 132
you're : 132
last : 264
